repo_name,repo_status,is_trajectory,include_in_analysis,exclusion_reason,mode,mode_confidence,mode_source,provider,repo_created_at,run_created_at,capability_era,has_pipeline_state,has_pipeline_results,has_autoresearch_runtime,has_hitl_runtime
ai-methods-durability-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,gemini,2025-12-22T06:26:00Z,,unknown,False,False,False,False
ai-methods-durability-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2025-12-22T06:47:08Z,,unknown,False,False,False,False
ai-methods-durability-claude,unclassified_content,False,False,no_analyzable_execution,,,,claude,2025-12-22T18:35:56Z,,unknown,False,False,False,False
model-character-limit-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,gemini,2025-12-29T00:36:34Z,,unknown,False,False,False,False
model-character-limit-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2025-12-29T00:36:44Z,,unknown,False,False,False,False
model-character-limit-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2025-12-29T00:36:50Z,2026-03-22T23:12:57.790494,pre_autoresearch,True,True,False,False
constrain-llm-behavior-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2025-12-29T01:10:30Z,,unknown,False,False,False,False
llm-behavior-constraints-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,claude,2025-12-29T05:35:14Z,,unknown,False,False,False,False
constrain-llm-behavior-gemini,unclassified_content,False,False,no_analyzable_execution,,,,gemini,2025-12-29T05:35:22Z,,unknown,False,False,False,False
ai-review-equilibrium-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2025-12-29T05:35:38Z,,unknown,False,False,False,False
ai-review-equilibrium-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,claude,2025-12-29T18:27:46Z,,unknown,False,False,False,False
ai-review-equilibrium-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,gemini,2025-12-30T17:29:37Z,,unknown,False,False,False,False
hide-prompts-length-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,gemini,2026-01-03T20:57:58Z,,unknown,False,False,False,False
adversarial-prompts-docs-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-01-03T20:58:10Z,,unknown,False,False,False,False
adversarial-prompts-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-01-03T20:58:20Z,2026-03-22T03:08:01.938773,pre_autoresearch,True,True,False,False
latent-visual-reasoning-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,gemini,2026-01-03T23:04:08Z,,unknown,False,False,False,False
llm-keeping-secrets-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,gemini,2026-01-04T22:56:59Z,,unknown,False,False,False,False
latent-visual-reasoning-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,claude,2026-01-04T23:06:28Z,,unknown,False,False,False,False
latent-visual-reasoning-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-01-04T23:06:34Z,,unknown,False,False,False,False
llms-keep-secrets-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-01-04T23:37:28Z,,unknown,False,False,False,False
llms-keep-secrets-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,claude,2026-01-04T23:37:38Z,,unknown,False,False,False,False
auto-opt-pde-solver-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,claude,2026-01-06T16:48:28Z,,unknown,False,False,False,False
llm-epistemic-belief-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,claude,2026-01-09T21:39:52Z,,unknown,False,False,False,False
humor-recognition-llm-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,gemini,2026-01-11T04:28:23Z,,unknown,False,False,False,False
multi-scale-nested-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,gemini,2026-01-11T20:41:38Z,,unknown,False,False,False,False
recursion-visual-text-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,gemini,2026-01-11T21:51:11Z,,unknown,False,False,False,False
humor-recognition-llm-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-01-11T22:40:25Z,2026-03-21T07:29:07.720057,pre_autoresearch,True,True,False,False
multi-scale-nested-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,claude,2026-01-11T22:40:40Z,,unknown,False,False,False,False
recursion-visual-text-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,claude,2026-01-12T04:11:52Z,,unknown,False,False,False,False
emergent-misalignment-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,claude,2026-01-16T16:04:33Z,,unknown,False,False,False,False
llm-human-vs-llm-ffea-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,claude,2026-01-17T21:34:30Z,,unknown,False,False,False,False
ai-undetectability-lb-dd40-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,claude,2026-01-18T04:04:22Z,,unknown,False,False,False,False
llm-human-vs-llm-54c9-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,claude,2026-01-18T08:36:37Z,,unknown,False,False,False,False
llm-linguistic-eval-62f9-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,claude,2026-01-19T01:19:37Z,,unknown,False,False,False,False
ai-undetectability-lb-433c-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,claude,2026-01-19T01:37:22Z,,unknown,False,False,False,False
llm-linguistic-eval-bb29-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,claude,2026-01-19T04:37:49Z,,unknown,False,False,False,False
auto-opt-pde-solver-65e0,executed,True,True,,standard,high,head_commit_pre_autoresearch,claude,2026-01-21T17:05:57Z,,unknown,False,False,False,False
natural-hallucinations-1245-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-01-24T20:59:15Z,,unknown,False,False,False,False
natural-hallucinations-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-01-24T23:26:51Z,2026-03-20T15:41:37.583589,pre_autoresearch,True,True,False,False
llm-output-length-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,claude,2026-01-25T01:38:09Z,,unknown,False,False,False,False
mechanistic-llm-tools-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,claude,2026-01-25T04:13:31Z,,unknown,False,False,False,False
natural-hallucinations-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-01-26T04:41:33Z,,unknown,False,False,False,False
llm-output-length-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-01-26T06:04:59Z,,unknown,False,False,False,False
llm-tool-selection-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-01-26T07:18:59Z,,unknown,False,False,False,False
llm-output-length-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-01-26T18:31:35Z,,unknown,False,False,False,False
mechanistic-llm-tools-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-01-26T20:06:05Z,,unknown,False,False,False,False
fix-lazy-llms-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-01-31T22:53:01Z,,unknown,False,False,False,False
fix-lazy-llms-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-01-31T22:53:07Z,,unknown,False,False,False,False
fix-lazy-llms-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-01-31T22:53:13Z,,unknown,False,False,False,False
news-from-future-ai-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-01T02:42:37Z,,unknown,False,False,False,False
news-future-ai-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-01T02:42:44Z,,unknown,False,False,False,False
news-future-ai-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-01T02:42:50Z,,unknown,False,False,False,False
isolate-knowledge-updates-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-02-01T20:40:22Z,2026-03-22T13:54:52.459997,pre_autoresearch,True,True,False,False
isolate-knowledge-updates-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-01T20:40:30Z,,unknown,False,False,False,False
isolate-knowledge-updates-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-02T00:18:27Z,,unknown,False,False,False,False
carrot-or-stick-nlp-e135-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-06T08:13:24Z,,unknown,False,False,False,False
carrot-or-stick-nlp-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-07T22:27:13Z,,unknown,False,False,False,False
carrot-or-stick-nlp-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-07T22:27:32Z,,unknown,False,False,False,False
llm-washing-machine-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-08T00:35:54Z,,unknown,False,False,False,False
llm-washing-machine-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-08T00:36:01Z,,unknown,False,False,False,False
llm-washing-machine-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-02-08T00:36:59Z,2026-03-21T04:57:10.338708,pre_autoresearch,True,True,False,False
fix-user-intent-nlp-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-09T05:01:18Z,,unknown,False,False,False,False
fix-user-intent-nlp-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-09T05:01:28Z,,unknown,False,False,False,False
fixing-user-intent-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-09T05:09:52Z,,unknown,False,False,False,False
humor-recognition-llm-ca34-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-09T22:01:22Z,,unknown,False,False,False,False
cefr-text-difficulty-0907-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-09T23:50:10Z,,unknown,False,False,False,False
news-from-future-ai-aed4-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-10T16:40:06Z,,unknown,False,False,False,False
llm-human-vs-llm-fa51-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-10T18:31:50Z,,unknown,False,False,False,False
fix-lazy-llms-f21e-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-10T20:12:39Z,,unknown,False,False,False,False
alignment-watermark-0988-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-10T23:18:29Z,,unknown,False,False,False,False
isolate-knowledge-updates-f3cd-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-11T03:45:27Z,,unknown,False,False,False,False
mechanistic-llm-tools-53ce-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-11T03:45:47Z,,unknown,False,False,False,False
refine-llm-trading-e871-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-11T05:22:07Z,,unknown,False,False,False,False
carrot-or-stick-nlp-1462-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-11T05:23:01Z,,unknown,False,False,False,False
llm-linguistic-eval-dad4-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-11T16:44:49Z,,unknown,False,False,False,False
llm-epistemic-beliefs-79a0-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-11T16:45:13Z,,unknown,False,False,False,False
uncertainty-llms-75dc-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-11T17:09:42Z,,unknown,False,False,False,False
llm-pragmatic-sensitivity-216e-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-11T18:40:48Z,,unknown,False,False,False,False
collab-rlvr-reasoning-f8bd-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-11T23:17:16Z,,unknown,False,False,False,False
emergent-misalignment-13b1-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-11T23:17:35Z,,unknown,False,False,False,False
adversarial-prompts-abe2-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-11T23:17:56Z,,unknown,False,False,False,False
fairness-llm-calibration-0618-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-12T16:59:09Z,,unknown,False,False,False,False
sounds-like-ai-61e8-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-14T22:40:50Z,,unknown,False,False,False,False
sounds-like-ai-02cd-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-14T22:40:52Z,,unknown,False,False,False,False
residual-stream-ai-a924-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-14T22:40:55Z,,unknown,False,False,False,False
multi-turn-regress-fb0d-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-15T02:12:31Z,,unknown,False,False,False,False
multi-turn-regress-d8b8-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-15T22:11:11Z,,unknown,False,False,False,False
multi-turn-regress-aaaa-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-15T22:11:20Z,,unknown,False,False,False,False
similar-embeddings-nlp-ae9d-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-16T01:28:56Z,,unknown,False,False,False,False
similar-embeddings-nlp-5ef8-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-16T01:29:02Z,,unknown,False,False,False,False
similar-embeddings-nlp-f3b7-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-16T01:29:07Z,,unknown,False,False,False,False
disorder-order-sync-205e-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-19T00:23:34Z,,unknown,False,False,False,False
layer-wise-probing-llm-dcd0-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-22T02:50:11Z,,unknown,False,False,False,False
layer-wise-probing-llm-ece7-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-22T02:50:38Z,,unknown,False,False,False,False
refine-llm-trading-4e75-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-22T07:35:33Z,,unknown,False,False,False,False
refine-llm-trading-2354-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-22T07:35:38Z,,unknown,False,False,False,False
chain-of-thought-conv-b564-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-22T20:37:04Z,,unknown,False,False,False,False
chain-of-thought-conv-1189-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-22T20:37:06Z,,unknown,False,False,False,False
mechanistic-llm-failures-69ca-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-22T20:37:17Z,,unknown,False,False,False,False
model-implicature-nlp-2b80-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-23T23:24:09Z,,unknown,False,False,False,False
multi_objective_optimization_o_20260227_215322_c3d0afee,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-27T21:53:23Z,,unknown,False,False,False,False
adv-prompt-propagation-552e-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-27T23:13:03Z,,unknown,False,False,False,False
basis-vectors-persona-4079-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-28T22:59:14Z,,unknown,False,False,False,False
basis-vectors-persona-7acf-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-02-28T23:29:50Z,,unknown,False,False,False,False
basis-vectors-persona-03ae-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-03-01T00:17:20Z,,unknown,False,False,False,False
careful-llm-words-c365-gemini,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-03-01T04:33:53Z,,unknown,False,False,False,False
careful-llm-words-4e0d-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-03-01T04:34:24Z,,unknown,False,False,False,False
careful-llm-words-aaec-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-03-01T04:34:33Z,,unknown,False,False,False,False
mechanistic-llm-failures-4f06-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-03-02T00:52:08Z,,unknown,False,False,False,False
mechanistic-llm-failures-eb40-codex,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-03-02T00:52:24Z,,unknown,False,False,False,False
french-model-counting-ae53-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-03-02T20:48:49Z,,unknown,False,False,False,False
non-pokemon-quality-8c18-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-03-02T21:47:12Z,,unknown,False,False,False,False
steering-vector-decay-b58d-claude,unclassified_content,False,False,no_analyzable_execution,,,,claude,2026-03-02T22:46:25Z,,unknown,False,False,False,False
model-count-french-96cb-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-03-02T23:00:45Z,,unknown,False,False,False,False
non-pokemon-quality-nlp-ea69-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-03-03T00:06:37Z,,unknown,False,False,False,False
steering-vector-decay-4272-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-03-03T01:16:21Z,,unknown,False,False,False,False
residual-stream-biject-e825-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-03-03T03:00:27Z,,unknown,False,False,False,False
noncomp-phrases-nlp-c335-claude,executed,True,True,,standard,high,head_commit_pre_autoresearch,codex,2026-03-03T03:43:59Z,,unknown,False,False,False,False
self-critique-drift-6de2-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-05T22:47:54Z,2026-03-05T22:47:58.888484,pre_autoresearch,True,True,False,False
llm-fallacy-detection-4626-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-06T04:03:17Z,2026-03-06T04:03:33.857040,pre_autoresearch,True,True,False,False
architectural_diversity_in_mul_20260306_214906_8d1e21a6,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-06T21:49:08Z,2026-03-06T21:49:18.751235,pre_autoresearch,True,True,False,False
autonomous_multi_modal_ai_agen_20260306_222539_298f467e,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-06T22:25:41Z,2026-03-06T22:25:50.907740,pre_autoresearch,True,True,False,False
debate-proof-strategies-1084-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-07T08:25:07Z,2026-03-07T08:25:39.002440,pre_autoresearch,True,True,False,False
emergent_robustness_to_adversa_20260307_082630_b330f08b,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-07T08:26:32Z,2026-03-07T08:26:39.957406,pre_autoresearch,True,True,False,False
mechanistic_interpretability_f_20260307_144014_42ccbc9d,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,unknown,2026-03-07T15:44:18Z,2026-03-07T14:40:16.385994,pre_autoresearch,True,True,False,False
rainbow-conn-random-1698,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-08T02:40:41Z,2026-03-08T02:41:16.589194,pre_autoresearch,True,True,False,False
rainbow-conn-random-f967,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-08T04:08:37Z,2026-03-08T04:08:52.514407,pre_autoresearch,True,True,False,False
self-critique-drift-4703-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-08T06:12:09Z,2026-03-08T06:12:14.004392,pre_autoresearch,True,True,False,False
self-critique-drift-e068-gemini,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-08T06:12:18Z,2026-03-08T06:12:21.700655,pre_autoresearch,True,True,False,False
attention-in-ai-d12f-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-08T08:51:35Z,2026-03-08T08:51:39.864283,pre_autoresearch,True,True,False,False
attention-for-ai-bc53-codex,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-08T08:52:07Z,2026-03-08T08:52:12.763611,pre_autoresearch,True,True,False,False
attention-for-ai-f38a-gemini,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-08T21:26:08Z,2026-03-08T21:26:13.020189,pre_autoresearch,True,True,False,False
french-model-count-debc-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-08T21:27:19Z,2026-03-08T21:27:24.046999,pre_autoresearch,True,True,False,False
french-model-counting-9f9d-codex,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-08T21:27:31Z,2026-03-08T21:27:36.148695,pre_autoresearch,True,True,False,False
model-count-french-94dd-gemini,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-09T00:21:48Z,2026-03-09T00:21:53.496046,pre_autoresearch,True,True,False,False
llm-proof-verification-4ab2-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-09T04:29:23Z,2026-03-09T04:29:54.423523,pre_autoresearch,True,True,False,False
temporal-credit-assign-42dd-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-09T05:12:10Z,2026-03-09T05:12:39.899154,pre_autoresearch,True,True,False,False
self-critique-drift-687e-codex,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-09T18:39:52Z,2026-03-09T18:39:56.580857,pre_autoresearch,True,True,False,False
cognitive-semi-groups-b2bf-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-09T22:21:16Z,2026-03-09T22:21:48.179162,pre_autoresearch,True,True,False,False
prompt-failure-prediction-0191-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-09T22:57:38Z,2026-03-09T22:58:09.725362,pre_autoresearch,True,True,False,False
convergence-coherence-4256-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-10T05:13:31Z,2026-03-10T05:14:00.607629,pre_autoresearch,True,True,False,False
adv-meta-llm-interpret-2f36-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-10T07:49:38Z,2026-03-10T07:50:08.417238,pre_autoresearch,True,True,False,False
error-propagation-proof-4a91-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-10T22:58:22Z,2026-03-10T22:58:57.976595,pre_autoresearch,True,True,False,False
multi-agent-cot-conv-11e2-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-11T00:03:48Z,2026-03-11T00:04:18.811275,pre_autoresearch,True,True,False,False
geom-loss-landscapes-cdfb-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-11T05:55:45Z,2026-03-11T05:56:17.199215,pre_autoresearch,True,True,False,False
emergent-alignment-llm-b11c-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-11T10:00:07Z,2026-03-11T10:00:39.163233,pre_autoresearch,True,True,False,False
phase-transitions-6299-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-12T02:55:22Z,2026-03-12T02:56:34.052056,pre_autoresearch,True,True,False,False
lying-style-nlp-0448-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-15T20:46:35Z,2026-03-15T20:46:40.430550,pre_autoresearch,True,True,False,False
lying-style-nlp-9950-gemini,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-15T20:46:43Z,2026-03-15T20:46:47.493540,pre_autoresearch,True,True,False,False
lying-style-nlp-92c9-codex,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-15T22:19:57Z,2026-03-15T22:20:02.067541,pre_autoresearch,True,True,False,False
live-salmon-ai-test-19cc-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-15T22:22:27Z,2026-03-15T22:22:32.279222,pre_autoresearch,True,True,False,False
live-salmon-ai-test-7d56-codex,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-15T22:56:35Z,2026-03-15T22:56:39.953891,pre_autoresearch,True,True,False,False
live-salmon-ai-test-4361-gemini,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-16T00:26:40Z,2026-03-16T00:26:45.371369,pre_autoresearch,True,True,False,False
incontext-if-then-2dae-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-16T02:03:52Z,2026-03-16T02:03:56.620964,pre_autoresearch,True,True,False,False
incontext-if-then-31c6-codex,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-16T02:03:54Z,2026-03-16T02:03:59.219221,pre_autoresearch,True,True,False,False
inctx-if-then-capacity-6ce0-gemini,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-16T05:23:33Z,2026-03-16T05:23:37.936100,pre_autoresearch,True,True,False,False
chat-convergence-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-20T02:03:27Z,2026-03-20T02:03:31.683334,pre_autoresearch,True,True,False,False
